name,required_age,is_free,game_id
The Legend of Crystal Valley,0,False,830
东方幻昼梦~ Touhou Fantasy Day,0,False,831
Record Life,0,False,832
Shisensho Solitaire,0,False,833
Noosphere,0,False,834
MotoGP™20,0,False,835
Lithium Inmate 39 Relapsed Edition,12,False,836
Dark Parables: Portrait of the Stained Princess Collector's Edition,0,False,837
Sakura Gamer 2,0,False,838
Particle Wars,0,False,839
LoliTower,0,False,840
The Legend of Dark Witch Renovation,0,False,841
Rainbow Robin,0,False,842
Bewitched,0,False,843
Black Office - Entertainment Department,18,False,844
Dinosaur Hunting Patrol 3D Multiplayer Online,0,True,845
Paul's World,0,False,846
Antarctic Girl 南極娘,0,False,847
Yomi Alliance,0,False,848
Legendary Arcane 2 Universe,0,False,849
A Ghostly Tale,0,False,850
Funbag Fantasy: Sideboob Story 2,0,False,851
Natsu no Iro no Nostalgia,0,False,852
Hentai Balloons,18,False,853
PARANOIHELL,0,False,854
Boot : Game Dev Sim,0,False,855
AstronTycoon2: Ritual,0,False,856
Model Melissa,0,False,857
Future Girls,0,False,858
Summer Days,0,False,859
Shrine to Anubis,0,False,860
Pixel Art Hentai Trap Hot Spring,0,False,861
Player One,0,False,862
Fight of Animals,0,False,863
Miscreation: Evolve Your Creature!,0,False,864
ANIME - World War II,0,False,865
Silent Sector,0,False,866
Knights of Light: The Prologue,0,False,867
RaceXXL Space,0,False,868
Supercar Drift,0,False,869
Astrodition,0,False,870
AshenForest,0,False,871
Human Factory,0,False,872
There is a Thief in my House VR,0,False,873
Hayfever,0,False,874
BOW MAN,0,False,875
Ghost Files 2: Memory of a Crime,0,False,876
Twists of My Life,0,False,877
Fear the Dark Unknown,0,False,878
Lost In Dungeon,0,False,879
Neighbourhood Loot,0,False,880
Mahjong Royal Towers,0,False,881
1001 Jigsaw Castles And Palaces,0,False,882
记忆重现/Rememory,0,False,883
The Great Ace Attorney Chronicles,0,False,884
Dream Detective,0,False,885
Westmark Manor,0,False,886
Your Anime Waifu,0,False,887
PANDARA,0,False,888
Crusader Kings III,0,False,889
Hentai: Memory leak,0,False,890
Divan Chronicles,0,False,891
Mole Game,0,False,892
Jane Westlake Adventures - The Mystery Train,0,False,893
Voxelgram,0,False,894
MindLess,0,False,895
Uncharted Ocean,0,False,896
Causality,0,False,897
Interphase,0,False,898
Waterloo,0,False,899
The Binding of YOU,0,False,900
Voxel Scavenger,0,False,901
Gnomes & Goblins,0,False,902
Ball Pit Simulator,0,False,903
UnHolY ToRturEr,0,False,904
Viking Brothers 6,0,False,905
Hunter's Soul,0,False,906
Heroes of Hellas Origins: Part One,0,False,907
Legion 51,0,False,908
Mini Words - minimalist puzzle,0,False,909
Magical MILFs,0,False,910
Halloween Pumpkin Smasher VR,0,False,911
Hepta Beats,0,False,912
CATGIRL LOVER 2,0,False,913
Ace of Space,0,False,914
Dark City: Vienna Collector's Edition,0,False,915
RUNNER HEROES: The curse of night and day,0,False,916
Galactic Management,0,False,917
Nijowari: Where Angels Fall,0,False,918
Him and I,0,False,919
Arkan: The dog adventurer,0,False,920
Zombie Season,0,True,921
Nebuchadnezzar,0,False,922
GEESE vs CTHULHU,0,False,923
Last Shark Standing,0,False,924
Hexagun,0,False,925
Hentai Killer,0,False,926
Temply Girls,0,False,927
Heroes Of Avranche,0,False,928
Morels: The Hunt,0,False,929
A NIGHTMARE'S TRIP,0,False,930
Cube Attack,0,False,931
Hero Of The Forest,0,False,932
Balls!🤬🍆,0,False,933
Swinger-Man,0,False,934
Holy Knight Luviria,0,False,935
Teragard,0,False,936
Channel Player,0,False,937
Output Pasture,0,False,938
Help! I am REALLY horny!,0,False,939
Treasure Tomb VR,0,False,940
HENTAI EXOTICA vol.2,0,False,941
Princess Maker ~Faery Tales Come True~ (HD Remake),0,False,942
Hentai Eroshojo,0,False,943
Raindancer,0,False,944
Spectating Simulator The Racing,0,False,945
Girl Kill Zombies,0,False,946
DOOMBRINGER,0,False,947
Safari Grounds - The Wilpattu Leopard,0,False,948
VirtuaLiron - Immersive YOGA practice,0,False,949
The Exorcist: Legion VR (Deluxe Edition),0,False,950
Peaceful Days,0,False,951
The Academy: The First Riddle,0,False,952
Doors of Silence - the prologue,0,False,953
Dual Blade ~ Battle of The Female Ninja ~,0,False,954
Tower Empire Builder,0,False,955
Hooks And Shotguns,0,False,956
VITAL,0,False,957
The Deed II,0,False,958
Living with a Scarecrow,0,False,959
Through The Dust,0,False,960
Why Is There A Girl In My House?!,0,False,961
Dreamland Solitaire: Dragon's Fury,0,False,962
Voyagers,0,False,963
Santa's Visit,0,False,964
CHERNOBYL: The Untold Story,0,False,965
The Bonfire 2: Uncharted Shores,0,False,966
Dice Defenders,0,False,967
Snow Clearing Driving Simulator,0,False,968
War Saber,0,False,969
Shadows of time,0,False,970
Block Fall Simulator 2019,0,False,971
Cartoon Kreedz: Christmas Season,0,False,972
Rescue Team: Evil Genius,0,False,973
Trials of Harmony ~ A Found Phone Mystery Visual Novel,0,False,974
Dino Zoo Transport Simulator,0,False,975
Counter Terrorism - Minesweeper,0,False,976
Safe Climbing,0,False,977
GSpot Master,0,False,978
The Guise,0,False,979
"The diary of the cheating young married woman, Yuka.",0,False,980
Panic Diet!!,0,False,981
XIII,0,False,982
Going Under,0,False,983
Shadow Empire,0,False,984
9th Dawn III,0,False,985
Football: The Hardest Job,0,False,986
Rugby League Team Manager 3,0,False,987
Steamy Sextet,0,False,988
CRYPTIC,0,False,989
Convenience Store,0,False,990
Rambunny,0,False,991
The Equinox Hunt,0,False,992
Night Road,0,False,993
Vicious Gambling Agreement,0,False,994
Grid Creeps,0,False,995
Dark Fairy Fantasy,0,False,996
Hyperventila,0,False,997
Hentai Cosplay Elf,0,False,998
Hentai Best Girls,0,False,999
Eternal Magic,0,True,1000
SteamCity Chronicles - Rise Of The Rose,0,False,1001
Snow Island,0,False,1002
Super Space Towers,0,False,1003
Instacalm VR,0,False,1004
Trailing Girl,18,False,1005
Easy Shooter,0,False,1006
Darkness Maze Cube - Hardcore Puzzle Game,0,False,1007
Hacker Evolution - 2019 HD remaster,0,False,1008
Marshmallow Madness,0,False,1009
Wormskull,0,False,1010
Mahjong Dimensions 3D - Fantasy Anime,0,False,1011
VVVVV,0,False,1012
Underponder,0,False,1013
Puzzle Patrol,0,False,1014
Bumble Butt,0,False,1015
Love wish,0,False,1016
Axegend VR,0,False,1017
Empire Live,0,False,1018
Operation: Cheek Clapper,0,False,1019
Buggy Bump,0,False,1020
Love with Kadyrov,0,False,1021
Everslash,0,False,1022
BounceBall3D,0,False,1023
Gator Parade,0,True,1024
N.a.N Industry VR,0,True,1025
Blackberry,0,False,1026
Primate Signal,0,False,1027
Hentai Zodiac Puzzle 2,0,False,1028
Pixels can fight,0,False,1029
Rally Drift Cars,0,False,1030
Might is Right,0,False,1031
Atelier Ayesha: The Alchemist of Dusk DX,0,False,1032
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,0,False,1033
Atelier Shallie: Alchemists of the Dusk Sea DX,0,False,1034
CLIMB OUT!,0,False,1035
Party Pumper,0,False,1036
Creeps Creeps? Creeps!,0,False,1037
Death To The Dragon Lord,0,False,1038
Shark Castle,0,False,1039
Ann Achronist: Many Happy Returns,0,False,1040
Snake: The Elder Forest,0,False,1041
Dragon Slayer,0,False,1042
Sir'HaXXX,0,False,1043
Buissons,0,False,1044
Super Minesweeper attACK,0,False,1045
Return Of The Zombie King,0,False,1046
Dark Romance: The Ethereal Gardens Collector's Edition,0,False,1047
Sword of the Slayer,0,False,1048
Elmarion: Dragon time,0,False,1049
Bowsette,0,False,1050
Blackbeard the Cursed Jungle,0,False,1051
Furious Goal,0,False,1052
Magnia,0,False,1053
Utawarerumono: Mask of Truth,0,False,1054
Utawarerumono: Prelude to the Fallen,0,False,1055
fight wisdom,0,False,1056
1984 Rewired,0,False,1057
Chernobyl: Road of Death,0,False,1058
磨难之间 SUFFERING: Reincarnation of Sins,0,False,1059
House of 1000 Doors: Family Secrets,0,False,1060
Shard,0,False,1061
EEP  16 Expert Eisenbahn Aufbau- und Steuerungssimulation,0,False,1062
Galactic Rangers VR,0,False,1063
Prison Princess,0,False,1064
mmmmm donuts arhhh......,0,False,1065
GraFi 4,0,False,1066
Breeza Budgie Bill,0,False,1067
Slime Slam,0,False,1068
The Bunker 69,0,False,1069
Timelie,0,False,1070
Legend of Keepers: Prologue,0,True,1071
Arrest of a stone Buddha,0,False,1072
Chaos Theory Pirates,0,False,1073
Super Cucho,0,False,1074
Just Drift It !,0,False,1075
Horror Story: Hallowseed,0,False,1076
NEON SPACE WAR,0,False,1077
Let's Go! Skiing VR,0,False,1078
The Ancient Labyrinth,0,False,1079
Summer Paws,0,False,1080
Voidspace,0,False,1081
Offcoast,0,False,1082
Winter Polaris,0,False,1083
History Warriors,0,False,1084
Samurai Jack: Battle Through Time,0,False,1085
City Gangs San Andreas,0,False,1086
Bed Lying Simulator 2020,18,False,1087
Monster Girl Club Bifrost,0,False,1088
Island SAGA,0,False,1089
Tale's Casino Escape,0,True,1090
Mizari Loves Company,0,False,1091
Learning Factory,0,False,1092
吾光笔记Holimas Z Notebook,0,False,1093
KobberParty - Castle Explorer,0,False,1094
Dragon Marked For Death,0,False,1095
The Leopard Catgirl in Miaoli,0,False,1096
Utawarerumono: Mask of Deception,0,False,1097
Super Korotama,0,False,1098
Dreamland Solitaire,0,False,1099
Seek Girl Ⅱ,0,False,1100
Hexogin,0,False,1101
Dark Veer,0,False,1102
Tesla Force,0,False,1103
Arsenal Demon,0,False,1104
Swords and Sandals Spartacus,0,False,1105
Hospital 9,0,False,1106
Drift 1969,0,False,1107
Errant Heart,0,False,1108
Spirit Fighters,0,False,1109
Turtle Rush,0,False,1110
P.3,0,False,1111
Broken Spell,18,False,1112
TERROR SQUID,0,False,1113
DOOM 64,16,False,1114
Plunder,0,False,1115
The Legend of Bum-Bo,0,False,1116
Annals of Rome,0,False,1117
Austerlitz,0,False,1118
Miriel Saga,0,False,1119
Errant Kingdom (Chapters 0-5),0,False,1120
Far From Orbit,0,False,1121
Advisors at the End of the Universe,0,False,1122
Not An Angels: Erotic Puzzle,0,False,1123
Protect the campus,0,False,1124
Hentai Pix,0,False,1125
Chuusotsu! 1.5th Graduation: The Moving Castle,0,False,1126
Hentai Mizugi,0,False,1127
Occupational Hazards: Episode 1,0,False,1128
Rainbow Pixel - Color by Number,0,False,1129
Solitaire Game Halloween,0,False,1130
Man of the House,18,False,1131
King of Halloween,0,False,1132
The Final Battle,0,False,1133
Thy Kingdom Crumble,0,False,1134
Masteroid,0,False,1135
Alisa Quest,0,False,1136
Rescue Team 8,0,False,1137
Detective Jackie - Mystic Case,0,False,1138
Inside The Cubes,0,False,1139
Killjoy Hunter Yuuko,0,False,1140
SPACERIFT: Arcanum System,0,False,1141
PuPaiPo Space Deluxe,0,False,1142
Pretty Angel,0,False,1143
Griddlers Legend Of The Pirates,0,False,1144
Griddlers Victorian Picnic,0,False,1145
Cute Blocks,0,False,1146
The End of an Actress,0,False,1147
Hyper Storm,0,False,1148
Brother Brother,0,False,1149
3dSen PC,0,False,1150
Okaeri,0,False,1151
Abode 2,0,False,1152
Gene Rain:Wind Tower,0,False,1153
Squirrel Jump,0,False,1154
Love Chan,0,False,1155
The Empire's Crisis,0,False,1156
Celtabula,0,False,1157
Gravity Light,0,False,1158
Devil in the Pines,0,False,1159
Trivia Vault: Mini Mixed Trivia,0,False,1160
Trivia Vault: Mini Mixed Trivia 2,0,False,1161
Mari and the Black Tower,0,False,1162
LOGistICAL: USA - Oregon,0,False,1163
LOGistICAL: Norway,0,False,1164
LOGistICAL: Chile,0,False,1165
Cyborg Arena,0,False,1166
Little hidden city,0,False,1167
Jimmy and the Pulsating Mass,0,False,1168
The Seven Stages,0,False,1169
Stripper Anya™ 2 X-MiGuFighters,0,False,1170
Sense of The Devil,0,False,1171
American Patriots: Boston Tea Party,0,False,1172
The Donnerwald Experiment,0,False,1173
Ancient Future,0,False,1174
Astroe,0,True,1175
Echo Grotto,0,False,1176
Empress of Gold,0,False,1177
The Trace,0,False,1178
The Unseen,0,False,1179
Fade to Silence,0,False,1180
Parking Cop Simulator,0,False,1181
Far from Noise,0,False,1182
Cube Racer,0,True,1183
InGame.exe,0,False,1184
Boom Box Blue!,0,False,1185
Cross Set Infinity,0,False,1186
Waste Cleaner,0,False,1187
Hakoniwa Explorer Plus,0,False,1188
Strange Telephone,0,False,1189
Suicide Adventures,0,False,1190
Kofi Quest: Alpha MOD,0,False,1191
Galactic Shipwright,0,False,1192
Aya's Journey,0,False,1193
Onager!,0,False,1194
Wunderdoktor,0,False,1195
Tiny Bubbles,0,False,1196
SOMOS,0,False,1197
Cyber Pussy 2020,0,False,1198
Blood Scrolls,0,False,1199
Boomer Remover,0,False,1200
Dragon Stone - Legendary Archer,0,False,1201
Inertial Drift,0,False,1202
Gaijin Troubles,0,False,1203
The Orphan A Tale of An Errant Ghost - Hidden Object Game,0,False,1204
MiMiMiShKa,0,False,1205
Interactivity: The Interactive Experience,0,False,1206
Titeuf: Mega Party,0,False,1207
Lives so Sweet,0,False,1208
Restless Hero,0,False,1209
World War 2 Winter Gun Range VR Simulator,0,False,1210
Master Of Pottery,0,False,1211
Re:Gals Panic,0,False,1212
Concept Destruction,0,False,1213
The Delirium Vacation,0,False,1214
Switch - Or Die Trying,0,False,1215
Shop Heroes,0,True,1216
Dragon Bros,0,False,1217
VR Fractals,0,False,1218
Cladun Returns: This Is Sengoku!,0,False,1219
Quip Anomaly,0,False,1220
Party Panic,0,False,1221
Shadows of Adam,0,False,1222
Stream Buddy,0,False,1223
Let Them Come,0,False,1224
Antihero,0,False,1225
The Crystal Nebula,0,False,1226
Glaive,0,False,1227
Anyland,0,True,1228
Holy Potatoes! We’re in Space?!,0,False,1229
Trimmer Tycoon,0,True,1230
Secrets of Me,17,False,1231
Gakuen Club,13,False,1232
The Charming Empire,0,False,1233
Ghost Pursuit VR,0,False,1234
Valentino Rossi The Game Compact,0,False,1235
Tribe Of Pok,0,False,1236
Carmageddon: Max Damage,18,False,1237
Neon Space 2,0,False,1238
King of Spin VR,0,False,1239
The Food Run,0,False,1240
Super Rock Blasters!,0,False,1241
Apocalipsis,0,False,1242
Diamond Joyce and the Secret of Crystal Cave,0,False,1243
"Grid Legion, Storm",0,True,1244
Broomball VR,0,True,1245
Tears Revolude,0,False,1246
Woven,0,False,1247
Blockships,0,False,1248
Lew Pulsipher's Doomstar,0,False,1249
Slavistan,0,False,1250
Sorcery! Part 4,0,False,1251
MXGP2 - The Official Motocross Videogame Compact,0,False,1252
Brick Stack VR,0,False,1253
Castle Invasion: Throne Out,0,False,1254
Pixel Puzzles 2: RADical ROACH,0,False,1255
39 Days to Mars,0,False,1256
Elves Adventure,0,False,1257
Neon Exile,0,False,1258
Warcube,0,False,1259
Russian VR Coasters,0,False,1260
The Longest Five Minutes,0,False,1261
Manual Samuel - Anniversary Edition,0,False,1262
SHENZHEN I/O,0,False,1263
Celeste,0,False,1264
Graveyard Smash,0,False,1265
Happy Pong,0,False,1266
The Cold War Era,0,False,1267
The Cooking Game,0,True,1268
Battlerite,0,True,1269
Detective Hayseed - Hollywood,0,False,1270
Along the Edge,0,False,1271
Optika,0,False,1272
Escape from Pleasure Planet,0,False,1273
Malazard: Magic Defense,0,False,1274
StarSmashers,0,False,1275
Team Racing League,0,False,1276
Salvaged,0,False,1277
The God's Chain,0,False,1278
Hover Havoc,0,False,1279
The Unwelcomed,0,False,1280
Fictorum,0,False,1281
INVASION!,0,True,1282
Fenimore Fillmore: The Westerner,0,False,1283
The Seeker,0,False,1284
Starship Disco,0,False,1285
Fall of Freya (Alpha 1),0,False,1286
Saving Harmony,0,False,1287
SPLASH BLAST PANIC,0,False,1288
Elven Assassin,0,False,1289
Ice Caves of Europa,0,False,1290
A Detective's Novel,0,False,1291
The Life Of Greather,0,False,1292
Patterna,0,False,1293
Candy Smash VR,0,False,1294
Railway Empire,0,False,1295
Star Tactics Redux,0,False,1296
Will of the Gods,0,False,1297
Detective Hank and the Golden Sneeze,0,False,1298
Endless Fables: The Minotaur's Curse,0,False,1299
Chernobyl VR Project,0,False,1300
Planet Nomads,0,False,1301
3..2..1..Grenades!,0,False,1302
Fairy Maids,0,False,1303
Black Hat Cooperative,0,False,1304
Red is Dead - The Complex Fun Random Level Fast Strategy Game,0,False,1305
Dungeon Punks,0,False,1306
Frantic Freighter,0,False,1307
miniLAW: Ministry of Law,0,False,1308
Sentry Knight Tactics,0,False,1309
Marble Land,0,False,1310
Maraiyum: Rise of the Setting Sun,0,False,1311
Super Star,0,False,1312
Dig 4 Destruction,0,False,1313
White Noise 2,0,False,1314
Hospitalize,0,False,1315
Roomscale Tower,0,False,1316
Four Last Things,0,False,1317
Space Rangers: Quest,0,False,1318
Security Hole,0,False,1319
Mahluk:Dark Demon,0,False,1320
DYE,0,False,1321
911 Operator,0,False,1322
Duck Season,0,False,1323
The Multidimensional Underwear Drawer,0,False,1324
Autumn Park Mini Golf,0,False,1325
Laser Lasso BALL,0,False,1326
50 years,0,False,1327
Quest for Glory 1-5,0,False,1328
Voodoo Garden,0,False,1329
Avalon: The Journey Begins,0,False,1330
SENRAN KAGURA ESTIVAL VERSUS,0,False,1331
Tank Hero VR,0,False,1332
Batman™: Arkham VR,0,False,1333
The Janitor,0,False,1334
The Return Home Remastered,0,False,1335
Gunnihilation,0,False,1336
"Calm Down, Stalin",0,False,1337
Kisaragi no Hougyoku,0,False,1338
Azulgar: Star Commanders,0,False,1339
Heroes from the Past: Joan of Arc,0,False,1340
The Agency of Anomalies: Mystic Hospital Collector's Edition,0,False,1341
Off the Record: The Italian Affair Collector's Edition,0,False,1342
Echoes of the Past: Kingdom of Despair Collector's Edition,0,False,1343
Invisible Mind,0,False,1344
Death's Life,0,False,1345
Drayt Empire,0,False,1346
Interstellar Logistics Inc,0,False,1347
Orczz,0,False,1348
Super Markup Man,0,False,1349
Monsters' Den: Book of Dread,0,False,1350
You Deserve,0,False,1351
BERSERK and the Band of the Hawk,18,False,1352
Heartomics: Lost Count,0,False,1353
Boulder Dash - 30th Anniversary,0,False,1354
Unbound,0,False,1355
"Warhammer 40,000: Sanctus Reach",0,False,1356
Redactem,0,False,1357
Airport Fire Department - The Simulation,0,False,1358
Firefighters - The Simulation,0,False,1359
Roadworks - The Simulation,0,False,1360
Plant Fire Department - The Simulation,0,False,1361
Professional Construction - The Simulation,0,False,1362
Hotel Giant,0,False,1363
Airport Simulator 3: Day & Night,0,False,1364
VoxVR,0,True,1365
Ultimate General: Civil War,0,False,1366
THE GREY MAN,0,False,1367
Cold Vengeance,0,False,1368
Strike.is: The Game,0,True,1369
Francisca,0,False,1370
Don't Disturb,0,False,1371
DCR: Drive.Crash.Repeat,0,False,1372
Slayer Shock,0,False,1373
Sig.NULL,0,False,1374
Hikikomori No Chuunibyou,0,False,1375
Rogue Islands,0,False,1376
Phantasmagoria 2: A Puzzle of Flesh,0,False,1377
Phantasmagoria,0,False,1378
Acan's Call: Act 1,0,True,1379
Axis Football 2016,0,False,1380
Space Ribbon - Slipstream to the Extreme,0,False,1381
Robots In The Wild,0,False,1382
What Remains of Edith Finch,0,False,1383
Venture Forth,0,False,1384
The Shrouded Isle,0,False,1385
Dimension Hunter VR,0,False,1386
SOS: SPECIAL OPERATIVE STORIES,0,False,1387
Blue Solar: Chaos War,0,False,1388
Stars,0,False,1389
Puzzle Cross,0,False,1390
Lost Socks: Naughty Brothers,0,False,1391
Black Moon Chronicles,0,False,1392
SturmFront - The Mutant War: Übel Edition,0,False,1393
Bulletstorm: Full Clip Edition,17,False,1394
Secret Santa,0,True,1395
Wild Terra Online,0,True,1396
GI Racing 2.0,0,True,1397
Kuraburo Kai,0,False,1398
Moribund,0,False,1399
Arcanum: Of Steamworks and Magick Obscura,0,False,1400
Riddles Of The Past,0,False,1401
Tails,0,False,1402
House of Alice,0,False,1403
GET THE GEMS,0,False,1404
Endangered,0,False,1405
Super Pixel Racers,0,False,1406
Extravaganza Rising,0,False,1407
Emerland Solitaire: Endless Journey,0,True,1408
C.S.S. CITADEL VR,0,False,1409
Fishing: Barents Sea,0,False,1410
"Design it, Drive it : Speedboats",0,False,1411
Mount Wingsuit,0,False,1412
Ben and Ed - Blood Party,0,False,1413
A Tale of Caos: Overture,0,False,1414
QUACK ATTACK 1985: TURBO DX EDITION,0,False,1415
Final Fleet,0,False,1416
VRMultigames,0,True,1417
SoulHunt,0,False,1418
Fist of Physics,0,False,1419
"Save the Universe, Please!",0,False,1420
Kitty Cat: Jigsaw Puzzles,0,False,1421
Tormentor❌Punisher,0,False,1422
Jockey Rush,0,False,1423
Glider Island,0,False,1424
"Gazzel Quest, The Five Magic Stones",0,False,1425
Wildlife VR,0,False,1426
Urlaubsflug Simulator – Holiday Flight Simulator,0,False,1427
Epic Flail,0,False,1428
Firefight,0,False,1429
Weather Lord: Legendary Hero Collector's Edition,0,False,1430
Copter and Sky,0,False,1431
Ultimate Booster Experience,0,False,1432
Medieval Kingdom Wars,0,False,1433
Redswood VR,0,False,1434
Aaero,0,False,1435
Pulse Shift,0,False,1436
Ascension VR,0,False,1437
WyVRn: Dragon Flight VR,0,False,1438
SurvHive,0,False,1439
Lord Mayor,0,False,1440
Turner,0,False,1441
Tower of Archeos,0,False,1442
The Path of Greatest Resistance,0,False,1443
Star Fields,0,False,1444
klocki,0,False,1445
Tomato Jones,0,False,1446
Dragons Never Cry,0,False,1447
The Turing Test,0,False,1448
Wake Up,0,True,1449
Inklings,0,False,1450
Way of Redemption,0,False,1451
Mustache in Hell,0,False,1452
"Ortus Arena, strategy board game online, FOR FREE",0,True,1453
"WarBirds Dawn of Aces, World War I Air Combat",0,False,1454
DUO,0,False,1455
Balloon Chair Death Match,0,False,1456
Dark Parables: The Exiled Prince Collector's Edition,0,False,1457
Dark Parables: Rise of the Snow Queen Collector's Edition,0,False,1458
Dark Parables: The Red Riding Hood Sisters Collector's Edition,0,False,1459
Operator Overload,0,False,1460
Road Rage,18,False,1461
Batman - The Telltale Series,0,False,1462
Jurassic Survival,0,False,1463
Of Love And Sorrow,0,False,1464
RPG in a Box,0,False,1465
Cats are Liquid - A Light in the Shadows,0,False,1466
Shards of Azuria,0,False,1467
Puzzle Nebula,0,False,1468
Basketball Court VR,0,False,1469
AquaNimble,0,False,1470
A Week of Circus Terror,0,False,1471
Abduction Prologue: The Story Of Jonathan Blake,0,False,1472
I Am The Hero,0,False,1473
Extreme Forklifting 2,0,False,1474
ASRECorp,0,False,1475
MSI Electric City,0,True,1476
The Shadowland,0,False,1477
Red Planet: Survive,0,False,1478
Mind Spheres,0,False,1479
In The Shadow Of The Truth,0,False,1480
The Ember Saga: A New Fire,0,False,1481
8-Bit Hordes,0,False,1482
Zezenia Online,0,True,1483
Doodle WHAT?!,0,False,1484
Destiny of Ancient Kingdoms™,0,True,1485
Mushroom Crusher Extreme,0,False,1486
Barnyard Mahjong 3,0,False,1487
The Hidden Dragon,0,False,1488
Mystery Of Rivenhallows,0,False,1489
Dragon Rage,0,False,1490
1 Moment Of Time: Silentville,0,False,1491
Pixelscape: Oceans,0,False,1492
Blortasia,0,False,1493
Mervils: A VR Adventure,0,False,1494
D.N.Age,0,False,1495
GravPool,0,False,1496
Crystal Quest Classic,0,False,1497
Agent Walker: Secret Journey,0,False,1498
Sapper's bad dream,0,False,1499
Trick & Treat,0,True,1500
Line/Dash,0,False,1501
Plates,0,False,1502
Safety First!,0,False,1503
Holobunnies: Pause Cafe,0,False,1504
Funfair Ride Simulator 3,0,False,1505
The Wardrobe - Even Better Edition,0,False,1506
Recursed,0,False,1507
Ayumi: Enhanced Edition,0,False,1508
Golden Krone Hotel,0,False,1509
Quanero VR,0,True,1510
Replica,0,False,1511
Sumeru,0,False,1512
Second Death,0,False,1513
The Slingshot VR,0,False,1514
Shoot Mania VR: Fun Zombies,0,False,1515
Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,0,False,1516
Ghost Sweeper,0,False,1517
Cross Death  VR,0,False,1518
Mystic Diary - Hidden Object,0,False,1519
Underground Keeper,0,False,1520
Shape Shifter,0,False,1521
Rise,0,False,1522
Construct: Escape the System,0,False,1523
FootRock,0,False,1524
DJ Streamer,0,False,1525
Voice Again,0,False,1526
Street Legal Racing: Redline v2.3.1,0,False,1527
Pichon,0,False,1528
Fabulous Food Truck,0,False,1529
Wrong Dimension - The One Dimensional Platformer,0,False,1530
Always Higher,0,False,1531
"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",0,False,1532
The Challenge,0,False,1533
Life is Feudal: Forest Village,0,False,1534
Vex,0,False,1535
Virtual Battlemap,0,False,1536
Pigmentone,0,False,1537
Noob Squad,0,False,1538
Crystal Cosmos,0,False,1539
Push The Crate: Remastered Edition,0,False,1540
Monster Slayers,0,False,1541
Empty Horizons,0,False,1542
Strange Night,0,False,1543
Antihorror,0,False,1544
Minotaur,0,False,1545
Maze Roller,0,False,1546
SweatShop,0,False,1547
Adventures On The Polluted Islands,0,False,1548
Sorcerer King: Rivals,0,False,1549
Discovering Space 2,0,False,1550
The Housewife,0,False,1551
The Beast Within: A Gabriel Knight® Mystery,0,False,1552
Nothin' But Net,0,False,1553
MegaTagmension Blanc + Neptune VS Zombies (Neptunia),0,False,1554
Ruction: The Golden Tablet,0,False,1555
Brick Battalion,0,False,1556
Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,0,False,1557
Geo-Fall,0,False,1558
"Space, VR!",0,False,1559
LaserCat,0,False,1560
Senza Peso,0,True,1561
Watching Grass Grow In VR - The Game,0,False,1562
Paddle Up,0,False,1563
Corona Blossom Vol.1 Gift From the Galaxy,0,False,1564
Deep Dark Dungeon,0,False,1565
Kingdom: New Lands,0,False,1566
Momento Temporis: Light from the Deep,0,False,1567
Running Gods,0,False,1568
Fighting Fantasy Legends,0,False,1569
Supipara - Chapter 1 Spring Has Come!,0,False,1570
RC Racing Off Road 2.0,0,False,1571
A Verdant Hue,0,False,1572
Shiny,0,False,1573
Renoir,0,False,1574
Dashy Square VR,0,False,1575
Baskhead,0,False,1576
Farm Manager 2018,0,False,1577
ConflictCraft,0,False,1578
Divided We Fall: Play For Free,0,True,1579
Asteroid Fight,0,True,1580
Overdriven Reloaded,0,False,1581
Gabriel Knight: Sins of the Father®,0,False,1582
Intrude,0,False,1583
Ghost Train VR,0,False,1584
Deios II // DEIDIA,0,False,1585
Hexoscope,0,False,1586
Lil Tanks,0,False,1587
Endless Labyrinth,0,False,1588
Montaro,0,False,1589
Lance A Lot: Classic Edition,0,False,1590
Dungeon Fighter Online,0,True,1591
The Secret Monster Society,0,False,1592
True Love ～Confide to the Maple～,0,False,1593
BowMage,0,False,1594
Mega Man Legacy Collection 2,0,False,1595
Evolution Planet: Gold Edition,0,False,1596
Enigmatis 3: The Shadow of Karkhala,0,False,1597
NARUTO: Ultimate Ninja STORM,0,False,1598
DATH,0,False,1599
Hypnorain,0,False,1600
Disgaea 2 PC,0,False,1601
AccuRC 2,0,False,1602
TrumPiñata,0,False,1603
Ancient VR coaster,0,False,1604
The Wire Loop Game VR,0,False,1605
Ping Pong League,0,True,1606
STANDBY,0,False,1607
EARTH'S DAWN,12,False,1608
TransRoad: USA,0,False,1609
Eliosi's Hunt,0,False,1610
Morphblade,0,False,1611
Police Quest™ Collection,0,False,1612
MageWorks,0,False,1613
Captain Curve's Intergalactic Space Adventure,0,False,1614
VR: Vacate the Room (Virtual Reality Escape),0,False,1615
ViveSpray,0,False,1616
VeeR Pong,0,False,1617
Twisted Arrow,0,False,1618
Savana,0,False,1619
Wondership Q,0,False,1620
Too Angry to Space,0,False,1621
Ranger of the jungle,0,False,1622
VR Battle Grid,0,True,1623
Miniature Garden,0,False,1624
